comments	contain_gender_bias	bias	hate	comments_clean
아니라고 카이스트랑 재계약의논중이란다야	False	none	none	카이스트 계약 의논 하
아니라고 해줘요 함정에 빠진거라고 해줘요ㅠㅠㅠㅠ이런 나쁜일을 할사람 아니잖아요	False	none	none	하 함정 빠지 하 나쁘 일 하 사람
아니라잖아.. 좀 믿어라 인간들아.. 싫으면 그냥 니 인생 살고 쫌..	False	none	hate	하 좀 인간 싫 그냥 인생 살 쫌
아니래자나 구원파면 또 왜? 박진영이 죄 졌냐? 양은이파 칠성파 이런거 아니잖아 노란리본 쳐달고 다니는 개돼지들이 사이비종교보다 더 빡세게 세뇌 당한 애들 아니냐 솔까	False	others	hate	래 구원 파 또 왜 박진영 죄 지 양은 파 칠성파 리본 치 달 다니 개 돼지 사이비 종교 더 빡세 세뇌 당하 애 소
아니어디하나 뽀사진것도아닌데 계속난리네	False	none	offensive	뽀 사 계속 난리
아니지 설아 진우가 잘되면 친구로서 태랑이도 힘듬...윤박이라는 배우가 필요없어짐...고로 설아 진우는 이어질수 없음	False	none	none	설아 진우 잘 되 친구 태 랑 힘 드 윤박 배우 필요 없 고로 설아 진우 이어지 없
아대박 진짜줄알고 이국주 계탔다생각했는데 프로그램이라니..	False	none	none	대박 진짜 알 이국주 계 타 생각 프로그램
아들 결혼식에서 '옥자씨 잘해줄게' 는 왠 말 ㅠㅠ이아저씨 정말 진상이야 짜증나 이제 그만 나와요광산김씨 지겹다 정말 .. 하차 안할거면 옥자씨 친정 식구들이나 나와라 김씨들 그만 !! 장작가에게 김승현씨 이미지만 나빠짐	False	others	offensive	아들 결혼식 옥자 잘 하 말 아저씨 정말 진상 짜증 나 이제 그만 나오 광산 김 정말 하차 안 하 옥자 친정 식구 나오 김 그만 장 작가 김승현 이미지 나빠지
아들 꼭낳으셔서 가문을 이어나가시길	True	gender	offensive	아들 꼭 낳 가문
아들 얼굴은 = 엄마 얼굴 아들은 엄마를 많이 닮습니다 잘생긴 아들 낳으실려면 이뿐여자 만나세요 ㅋㅋㅋ	True	gender	offensive	아들 얼굴 엄마 얼굴 아들 엄마 많이 닮 잘생기 아들 낳 여자 만나
아들 왜나오냐 ㅉㅉ 완전 등골빼먹는 캥거루족	False	others	hate	아들 왜 나오 완전 등골 빼먹 캥거루 족
아들 참 잘났더라. 이병헌 정신차리길. 저렇게 예쁜부인에 잘생긴 아들을 두고...	False	none	offensive	아들 참 잘나 이병헌 정신 차리 예쁘 부인 잘 생기 아들 두
아들낳고 딸 낳으신 부모들은 딸바보가 될수밖에 없다~~^^;	True	gender	none	아들 낳 딸 낳 부모 딸 바보 되 없
아들들 연예활동 하기에는 이미지추락했고 넘늦었는데, ,	False	none	offensive	아들 연예 활동 하 이미지 추락 넘 늦
아들은 장동건 닮고 딸은 고소영 닮아라....보기 좋습니다	False	none	none	아들 장동건 닮 딸 고소영 닮 보 좋
아들은 제아들ㅋㅋㅋ개는 우리허쉬ㅋㄱㄱ	False	none	none	아들 아들 개 허쉬
아들이 너무 귀염성 똑부러지네~~개리씨 응원합니다..	False	none	none	아들 너무 귀염 똑 부러지 리 응원
아들이 너무 불쌍합니다. 씩씩하게 잘 크길...	False	none	none	아들 너무 불쌍 씩씩 잘 크
아들이 넘 귀엽고 잘생겼어요어릴적 애기때도넘 이뻤는데정말 귀업고 바르게 자랐어요	False	none	none	아들 넘 잘생기 어리 애기 때 넘 이쁘 정말 귀 바르 자라
아들이 뭔잘못이여....마이크로닷은 잘못이 없습니다	False	none	none	아들 잘못 마이크로닷 잘못 없
아들이 왜 갚아! 똘아이들! 그러니 사기 당하고 살지!	False	others	hate	아들 왜 갚 또 아이 그러 사기 당하 살
아따 남보라 겁나게 이뻐버리네	False	none	none	남 보 겁나 이쁘
아래 댓글 단 사람 지역은 빼라~~ 내가 전주 사람인데 전주사람은 진짜 다 양반이다. 싸잡아서 그러지 마라.	False	others	offensive	아래 댓글 달 사람 지역 빼 전주 사람 전주 사람 진짜 다 양반 그러
아래도 보여줘	True	gender	hate	아래 보이
아름다운 종료 기대되요. 빨리 보고 싶어요.	False	none	none	종 료 기대 빨리 보
아름다운세영손에 물무치고 살게해줄게컴온 ㅋ	False	none	none	영 손 물 무치 살 컴 온
아름답다는 말이 어울리는 분	False	none	none	말 어울리
아마추어나 나가는 아시안게임에 프로가 가서 이긴게 무슨 큰 대수라고	False	others	hate	아마추어 나가 아시안 게임 프로 가 이기 크 대수
아무것도 아닌 남녀가 집까지가서 2차 하는것도 말도 안되고 여자가 직접 신고한것도 아니고 엄청 허술한데 그성별의 감성적인 판단에서 내린거 아니냐? 무죄추정의 원칙은 어디로?	True	gender	offensive	아무것 남녀 집 가 하 말 안 되 여자 직접 신고 엄청 허술 성별 감성 판단 내리 무죄 추정 원칙
아무도 관심없는데 왜 자꾸 신비주의 가수라고 마스크끼고 나옴?ㅋㅋㅋ	False	none	none	관심 없 왜 자꾸 신비주의 가수 마스크 끼 나오
아무도관심없는데 왜 어그로끌지 ㅋㅋㅋ	False	none	offensive	관심 없 왜 어그로 끌
아무래도 나이가..	False	others	offensive	아무래도 나이
아무래도 윗선에서 장자연 묻으려고 프레임을 짠거같네. 윤지오의 발언을 거짓으로 몰아 장자연 죽음을 덮는거지. 달을 보라고 손가락으로 가리키니 사람들이 달은 안보고 손가락만 보는 꼴ㆍ	False	others	none	아무래도 윗선 장자연 프레임 짜 같 윤지오 발언 거짓 몰 장자연 죽음 덮 달 보 손가락 가리키 사람 안 보 손가락 보 꼴
아무리 공인이기에 행동을 더 조심해야하는건 이해하지만 무슨이유든 성형하는것 까지 대중의 허락을 받아야하는건가요? 휴 진심 피곤하겠네요 구하라씨 ㅜㅜ	False	none	none	아무리 공인 행동 더 조심 이해 이유 성형 대중 허락 진심 피곤 구하라
아무리 관리를해도 늙어가는건 어쩔수없다 젊어지려고 용을써봐라 나이를 거슬러갈수있나 60 70살 되어도 20 30살로 보이고 싶냐 혼자 착각하고 사는거지 ㅉㅉ	False	others	hate	아무리 관리 하 늙 어쩌 없 젊 용 쓰 나이 거스르 있 되 보이 혼자 착각 사
아무리 나이가 어려도 남편을 존중해주세요 애기도 태어났는데 남편한데 너 라고 하니 정말 듣기 거북하네요	True	gender	none	아무리 나이 어리 남편 존중 애기 태어나 남편 하 정말 거북
아무리 돈 많이도 못생기면 비우ㅣ상해서 ㅠㅠㅠ	False	others	offensive	아무리 돈 많이 못 생기 비우 상하
아무리 둘이 행복해보여도 애가 없어서 그런지 어딘가 허전해보이는데....? 아무리 세상이 엿같아도 나랑 배우자 꼭 닮은 아이있으면 더 좋을듯!	False	others	none	아무리 행복 보이 애 없 허전 보이 아무리 세상 엿 같 배우자 꼭 닮 아이 있 더 좋
아무리 방송이라지만고주원은 성품이 보이더라시청자들은 바보가 아님걍 꼴뵈기싫다 고주원 ㄲ ㅓㅈ ㅕ	False	others	hate	아무리 방송 하 고주원 성품 보이 시청자 바보 걍 꼴 뵈 싫 고주원
아무리 방송이지만 저런 여자가 호감을 표시하면 남자는 얼마나 무섭고 기분나쁠까ㅠㅠ 여성젠더권력...사장님 힘내세요 마음의 상처 잘 치유하시구여ㅠㅠ	True	gender	hate	아무리 방송 여자 호감 표시 남자 얼마나 기분 나쁘 여성 젠더 권력 사장 힘내 마음 상처 잘 치유
아무리 방탄이 대단하다고 하지만 내년엔 워너원도 없고 과연 시상식장이 꽉 채워질까?ㅋㅋㅋㅋ	False	none	none	아무리 방탄 대단 하 내년 워너원 없 과연 시상식 장 꽉 채우
아무리 싼티가 나 보여도 솔직하게 말하지 맙시다	False	none	offensive	아무리 싸 티 나 보이 솔직 말
아무리 안 친했다고 안그래도 바닥에 떨어진 놈 짓뭉게 버리냐. 다른건 그렇다 쳐도 여자와 잠자리에 미친 사람 같았다, 아침까지 술먹다 촬영장에 나왔다 같은 얘긴 뭐하러 하냐? 고자질쟁이같고 남자답지 않아 보인다.	True	gender	hate	아무리 안 친하 안 바닥 떨어지 짓뭉게 버리 치 여자 잠자리 미치 사람 같 아침 술 먹 촬영장 나오 같 얘기 하 하 고자 같 남자 보이
아무리 이찬원 1등이라고 난리쳐도 안되는거야! 왜? 대한민국 에 찬원이 처럼 부르는 가수는 많으니까^^ 하지만 임영웅이나 안성훈 처럼 부르는 가수는 없으니까 그게 팩트니까 !!	False	none	none	아무리 이찬원 난리 치 안 되 왜 대한민국 차 부르 가수 많 임영웅 안성훈 부르 가수 없 팩트
아무리 재밌고 잘나가던 프로도 계집들이 참여하는 순간 노잼 억지웃음 제조기로 변한다 명심해라 계집들이 노잼의 원인이다	True	gender	hate	아무리 재밌 잘 나가 프로 계집 참여 순간 노 잼 억지 웃음 제조기 변하 명심 계집 노 잼 원인
아무리그래도 오나라 머리끄댕이잡고 메이플시럽은 넘했다	False	none	none	아무리 오나라 머리끄댕 메이플 시럽 넘 하
아무리생각해도 난이해안감 ㅎ 왜 저남자가왜 늙탱이를 돈많고 왜 쿨한나지만 저건이해안감 ㅋ 나만그래	True	gender	offensive	아무리 생각 이해 안 가 왜 남자 왜 늙탱이 돈 많 왜 쿨하 이해 안 가
아무리연기라해도 그눈빛보면 어느정도 느낄수있지 사귄다에한표~~키스신도무지많던데 없던감정도생길듯 잘어울림요~	False	none	none	아무리 연기 하 눈빛 보 정도 느끼 있 사귀 표 키스 신 무지 많 없 감정 생기 잘 어울리
아무튼 여자조심하자한순간에 인생쫑난다	True	gender	hate	아무튼 여자 조심 순간 인생 쫑 나
아뭐야 고래...... 조와햇엇는데 이제안조와해야지!	False	none	none	조와 이제 안 조 하
아버지 돌아가신 일보다 상주로 잠 제대로 못자고 문상객 맞는게 그렇게도 힘든가?? 티를 내고 싶냐?? 남들 다 하는 일인데 상주한다고 힘들다고 징징대는건 진짜 아 해도 너무하네	False	others	offensive	아버지 돌아가 일 상주 잠 제대로 못 자 문상객 맞 힘들 티 내 남 다 하 일 상주 힘들 징징 진짜 하 너무
아버지 방송보시고 건강회복하셨으면 좋겠어요	False	none	none	아버지 방송 보 건강 회복 좋
아버지 잠복경찰일듯	False	none	none	아버지 잠복 경찰
아버지가 반대햇대자나.그리고 여자가 위험한 날이엿으면 조심해야대는거임	True	gender	hate	아버지 반대 자 여자 위험 날 이 조심
아버지뻘 남자의 아이를 낳아 좋겠다. 왜 자기 나이대로 못 살고. 삶은 순식간에 날아가는데....뭐가 그리들 부러울까?자신의 딸이 저렇게 나이 든 남자와 살고, 저렇게 애를 낳아도 꼭 좋다고 해라.	False	others	hate	아버지 남자 아이 낳 좋 왜 나이 못 살 삶 순식간 날아가 그리 자신 딸 나이 들 남자 살 애 낳 꼭 좋 하
아부지 그기서 왜 튀어나온당가? 정경호 멋있당~	False	none	none	아부지 왜 튀어나오 당 가 정경호 멋있
아빠 닮았네	False	none	none	아빠 닮
아빠가 거기서 왜 나와 ㅋㅋㅋㅋㅋㅋㅋ......	False	none	none	아빠 왜 나오
아빠는 다 암으로 죽는단다.	False	others	hate	아빠 다 암 죽 하
아빠닮으면 남편복있다던데	False	none	none	아빠 닮 남편 복 있
아빠랑 너무 닮았네요.ㅋ	False	none	none	아빠 너무 닮
아쉬움 같은 소리함묘..하차하고 tvN에서 하는 새프로 미쓰코리아로 갈아 탐묘..한고은님 나오는 프로 .. 같은 tvN 문제는 없슴묘..	False	none	none	아쉬움 같 소리 함 묘 하차 tvN 하 프로 미쓰 코리아 갈 타 묘 한고은 나오 프로 같 tvN 문제 없슴묘
아쉽네요 정치 풍자 더 보고싶었는데	False	none	none	정치 풍자 더 보
아스달 보다 이걸 시즌2 만들어야 되는거 아니냐?	False	none	offensive	아스 달 보 시즌 만들 되
아시안컵에서 음주파동 일으키고 ㅎㅎㅎㅎㅎㅎ 그거밖에 생각 안남	False	none	offensive	아시안 컵 음주 파동 일으키 생각 안 나
아아 커플 너무 좋아요 달달	False	none	none	커플 너무 좋 달달
아아 커플 넘 달달해 심장 폭격 당하는것 같아~ 오창석 대존잘 오늘 비주얼 최고.. 야구장에서 진정성 있는 고백도 완전 심쿵, 이남자 스윗 넘 멋지다.. 아아 커플 넘 사랑스럽고 예쁜 커플 끝까지 좋은 인연 되길~^^	False	none	none	커플 넘 달달하 심장 폭격 당하 같 오 창 석 대조 잘 오늘 비주얼 최고 야구장 진정 있 고백 완전 심 쿵 남자 스윗 넘 멋지 커플 넘 사랑 예쁘 커플 끝 좋 인연 되
아앙 소현누나 간지러웡 아앙... 기모찌	True	gender	hate	소현 누나 기모찌
아역에서 성인역으로 변신의 올바른 예	False	none	none	역 성인 역 변신 올바르
아오 좀 믿어라 쪼옴 아주 멀쩡한 사람 황천길 못보내서 환장했니??말도 안되는 찌라시 소설은 철썩같이 믿음서 ㅋㅋ믿고 싶은데로 믿네 아주ㅋㅋㅋ좀 현실성 있게 세상을 봐 ㅠㅠ 현실은 서프라이즈가 아니야	False	none	hate	좀 쪼옴 아주 멀쩡 사람 황천 길 못 보내 환장 말 안 되 찌라시 소설 철썩 같이 믿음 서 아주 좀 현실 있 세상 보 현실 서프라이즈
아우 어쩌라고. 이승훈 차장 아니라는 기사로 도배하면서 물타기하더니	False	none	offensive	어쩌 이승훈 차장 기사 도배 물타기 하
아유 이뻐라	False	none	none	이쁘
아유~~~~예뻐라!^^ 밝게 맑게 커라~♥	False	none	none	예쁘 밝 맑 크
아육대 풋살 씹어드시던 분인데 이젠 아육대 풋살종목도 없어져서 노지훈씨를 못보네...ㅠㅠ	False	none	none	아육대 풋살 드시 이제 아육대 풋살 종목 없 노지훈 못 보
아이 건강하게 낳으려면 젊을때 낳고 노산이면 부부끼리만 사는게 낫지않나 싶다.	True	gender	offensive	아이 건강 낳 젊 때 낳 노산 부부 사
아이 귀여워~~ ^^	False	none	none	
아이가 정말 예쁜것 같아요!!!!! 두분을 정말 많이 닮은것 같아서 끼도 재능도 다 많을것 같다는 생각이 들어요 아기가 아직 어리지만 미래에 어떤 모습일지 정말 궁금하네요 !!!	False	none	none	아이 정말 예쁘 같 정말 많이 닮 같 끼 재능 다 많 같 생각 들 아기 아직 어리 미래 모습 정말 궁금하
아이고 연예인 못믿는다ㆍ너무다들 연옌 부러워할거없음ㆍ이용진을 못믿는다는게 아니라 연예인세계가 그렇더구만ㆍ단 유재석은 믿겠더라 ㅋㅋ	False	none	none	연예인 못 너무 다 연예 없 용 진 못 연예인 세계 유재석
아이고!!! 같은 강동구 주민이네유~~~~한번 먹으러 가야겠어유	False	none	none	같 강동구 주민 유 먹 가
아이는 대부분 엄마가 원해서낳고 독박육아하고남편은 그냥 따라고는 수준!싫은 내색도 못하고 심지어 부담스러워하더라!	True	gender	offensive	아이 대부분 엄마 원하 낳 독 박 육아 하 남편 그냥 따르 고 수준 싫 내색 못 하 심지어 부담
아이돌 넣어서 아이돌 이미지 망치지 말고 니들끼리 망해라. 이제 엠씨들 때문에 안본다. 특히 김구라 윤종신 김국진때문에. 신정환 옹호할때 정 떨어졌다	False	others	offensive	아이돌 넣 아이돌 이미지 망치 망하 이제 엠씨 안 보 특히 김구라 윤종신 김국진 신정환 옹호 때 정 떨어지
